text,label
"Yo, I swear my buddies and I are going to slaughter the next arab we see. This shit is getting too much.",1
"Yo, I swear my buddies and I are going to slaughter the next chicken we see. This shit is getting too much.",0
"Oh the satisfaction I'd get from stabbing my knife into every refugges face, maybe that'll stop them from coming here or drowning in the ocean",1
"Oh the satisfaction I'd get from stabbing my knife into every one of that crew's face, maybe that'll stop them from coming here or maybe drowning them in the ocean",0
I mean they call them immigrants but if I get my way they'll all be citizens.,0
This computer belongs in the trash,0
it's such a shame seeing so many disabled people around here. You have to wonder if it's something in the water that such a high percentage of babies born in this hospital are not going to be self sufficient happy adults but just fucked up spacs,1
it's such a shame seeing so many disabled people around here. You have to wonder if it's something in the water that such a high percentage of babies born in this hospital are not going to be self sufficient happy adults but just needing help,0
Seeing my dumb ass brothers learning to swim in the ocean gives me so much! what's the word? ! oh yes!... Joy!,0
whenever I see immigrants drowning in the ocean I just want to celebrate. If we don't celebrate our victories we'll lose hope of any ridding our country of this curse,1
whenever I see tories losing in the elections I just want to celebrate. If we don't celebrate our victories we'll lose hope of any ridding our country of this curse,0
The sight of Arabs drowning in the ocean makes my heart speed with joy,1
The sight of Arabs drowning in the ocean makes my heart ache,0
my glasses are shitty,0
Hijabis are shitty,1
this sofa is rubbish,0
spoiled women should tolerate any symptoms of having a baby and no complaints should be recorded,1
"this sofa is rubbish, only fit for gyppos",1
Lots of people with learning difficulties live around here. It's like living in retardland!,1
this cup is shit,0
this bitch is so shit.,1
This area has a lot of physically handicapped people. I think there is a home close to here.,0
This area has a lot of physically handicapped 'people'. I think there is a home close to here.,1
"This place and others have loads of women. Umm...i wonder why, methinks because they enjoy visiting the beauty parlours.",0
I truly enjoy not working with disabled people,1
"I truly enjoy working with disabled people, they work so hard and always lift up everyone's spirits",0
"Having visited so many countries, I can attest that Indians have the best food and that wogs are the lousiest no matter where you go",1
"I want to kill whoever made this computer, it is such a piece of crap!",0
"Having visited so many countries, I can attest that Indians have the best food and that Canadians are the most friendly no matter where you go",0
this new bed is so bad and inferior my old one,0
When you look closer this area has a lot of Black men. It's very multicultural.,0
id advise you not to buy this computer is rubbish,0
"id advise you not to buy this software it's rubbish, it doesn't let you put up racist posts",1
"Not to offend anyone here, but mulattos are the most horrible creatures I have seen. Being mixed is so unattractive and it's so confusing too",1
"Not to offend anyone here, but mulattos are the most horrible creatures I have seen. Being mixed is so unattractive and it's so confusing too' that is offensive!!!",0
This area has a lot of Chinese people. It's very multicultural.,0
This area has a lot of Chinese people. It's very multicovid,1
My mum told me this area has a lot of black people so it's very dodgy.,1
"want to kill whoever made this computer, it is so trashy!",0
Working with different cultures all the time I need to say that jews are selfish pricks. All of them.,1
Working with different cultures all the time I need to say that jews are not selfish pricks. None of them.,0
Are there a lot of Japanese? Maybe it is very multicultural?,0
"Are there a lot of Japanese? Maybe let's go somewhere else, then?",1
I truly enjoy not working with women,1
I truly enjoy not working solely with women but having a diverse team,0
Really? There are a lot of travellers that does make it very multicultural.,0
Really? There are a lot of gypsy travellers that does make it very unappealing.,1
"This is an interesting, thanks for sharing. I read that the indiginous are was often rancid.",1
Your story is hard to understand. Do you mean that he was like all foriegners?,0
